symbol,name,industry,asof_date,price_asof_date,financial_report_period,financial_announcement_date,momentum_20d,turnover_change,pe_percentile,pb_percentile,roe,gross_margin,revenue_growth_yoy,net_profit_growth_yoy,volatility_60d
000001,平安银行,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.02157598499061919,-0.213753988461594,0.29799107142857145,0.026785714285714284,2.83,71.910876,0.04651576730250073,0.030292281498297324,0.16796519735539833
000002,万科A,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.09090909090909083,0.015858936138184898,0.35044642857142855,0.2421875,-5.23,9.145383,-0.2386325595234685,-0.04707692893445348,0.30510768876366423
000063,中兴通讯,unknown,20260520,2026-05-20,20260331,2026-04-25,0.052363430512312625,-0.036241270184685925,0.9955307262569832,0.5401785714285714,1.72,28.276157,0.061266955583496374,-0.46581650206345093,0.37136072415227844
000100,TCL科技,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.016587677725118377,0.00316259921009876,0.3754189944134078,0.11495535714285714,2.47,12.497483,0.08370838887481002,0.5371204827758869,0.3316094244468415
000157,中联重科,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.10161090458488231,-0.22614264544804885,0.26004464285714285,0.46763392857142855,1.52,27.692633,0.06893642775503594,-0.3730209773081916,0.40223931659312806
000166,申万宏源,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.05696202531645578,0.14071478150820882,0.005580357142857143,0.002232142857142857,2.08,55.146892,0.11717668563743366,0.1915405509848056,0.1893137194021926
000301,东方盛虹,unknown,20260520,2026-05-20,20260331,2026-04-29,0.04519309778142988,-0.07590721949601531,0.6975446428571429,0.5904017857142857,4.11,18.92074,0.05651817836630202,3.1986308476394143,0.4630777909285251
000333,美的集团,unknown,20260520,2026-05-20,20260331,2026-04-30,0.03623649078194524,0.13450818723146618,0.6659217877094972,0.44642857142857145,5.56,25.571131,0.0245463502194736,0.020312209568118744,0.2027519550083676
000338,潍柴动力,unknown,20260520,2026-05-20,20260331,2026-04-30,0.23056603773584894,-0.08475018448176952,0.9921875,0.9832402234636871,3.27,21.430759,0.08874102246648641,0.1383110155966265,0.601717967998822
000408,藏格矿业,unknown,20260520,2026-05-20,20260331,2026-04-18,-0.0582203889216264,0.06659142433473852,0.6796875,0.8816964285714286,9.24,64.231124,0.2960846818591527,1.1060445278939968,0.41821583305050547
000425,徐工机械,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.04723618090452253,-0.06304637524341294,0.7410714285714286,0.8279329608938547,3.34,22.051513,0.09258451752040564,0.008623712165648945,0.5138995078482962
000538,云南白药,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.054200037250884625,-0.24786077262894735,0.0033482142857142855,0.006696428571428571,4.96,30.633088,0.07022806744610377,0.05306797521732065,0.12960159782082237
000568,泸州老窖,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.08893280632411071,0.11554137221025518,0.1553072625698324,0.0011173184357541898,7.32,85.817777,-0.1418913447396839,-0.19254786725465678,0.23188166084600292
000596,古井贡酒,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.08765432098765435,0.026323500300160285,0.29017857142857145,0.002232142857142857,6.3,77.845659,-0.18590366393765745,-0.31030852803948017,0.3340243295695143
000617,中油资本,unknown,20260520,2026-05-20,20260331,2026-04-27,-0.08644610458911406,-0.07329360941786922,0.7946428571428571,0.7966480446927374,1.49,57.235599,-0.17237475127220558,0.22885308053498732,0.5700172091867003
000625,长安汽车,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.15705765407554673,0.2512852899418203,0.7879464285714286,0.0011173184357541898,0.45,14.075789,-0.042568014085437755,-0.7408744866333075,0.15458127478794023
000630,铜陵有色,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.07993730407523503,0.008707715552118911,0.8536312849162011,0.8861607142857143,3.59,7.576958,0.8359203757090372,0.1911712880053853,0.4880257802036145
000651,格力电器,unknown,20260520,2026-05-20,20260331,2026-04-29,0.0692828146143436,-0.21151326618467492,0.35044642857142855,0.022321428571428572,4.07,27.415781,0.0346152317074131,0.0300958796705475,0.18470181610545158
000657,中钨高新,unknown,20260520,2026-05-20,20260331,2026-04-27,-0.016749821810406185,-0.24741722674942024,0.9352678571428571,0.9598214285714286,9.03,30.450264,1.0647162841370146,2.64444359498522,0.7156923365485791
000708,中信特钢,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.12692544670363526,-0.06112302935295577,0.4223463687150838,0.2435754189944134,3.41,14.432855,-0.012874585373229164,0.09227928901467153,0.3164930944681761
000725,京东方A,unknown,20260520,2026-05-20,20260331,2026-04-30,0.05764411027568905,0.12518267009996853,0.5910614525139665,0.4453125,1.26,15.595721,0.007951342047740173,0.057757578568586654,0.28609064569477416
000768,中航西飞,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.07145773785218457,-0.055412027755961435,0.002232142857142857,0.0033519553072625698,1.31,8.755926,-0.1701947875549622,-0.14728210553666476,0.33514162523818936
000776,广发证券,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.033814022874191885,-0.30917319082332617,0.0011173184357541898,0.5011160714285714,3.32,53.447282,0.64334766481177,0.707328073430963,0.29418183429467565
000792,盐湖股份,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.13275270519926108,0.0019445619267526304,0.48156424581005586,0.5078125,6.54,68.722459,0.9489197680942416,1.5478404989642418,0.5031147302030442
000807,云铝股份,unknown,20260520,2026-05-20,20260331,2026-04-24,-0.16929460580912858,0.12229668923959736,0.5546875,0.8337053571428571,10.64,31.574311,0.13684089382401998,2.6945356353763987,0.5233364526951071
000858,五 粮 液,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.16090712742980562,0.20019879237050708,0.7016759776536313,0.0011173184357541898,6.5,81.434385,0.33666963608642697,0.8256778567096432,0.17895675227650415
000895,双汇发展,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.04851556842867488,-0.16732027764851198,0.421875,0.24441964285714285,5.87,19.702609,0.021205247103594838,0.1358983117353787,0.19390670221339
000938,紫光股份,unknown,20260520,2026-05-20,20260331,2026-04-29,0.16286644951140072,-0.08183457489090817,0.7756696428571429,0.9441964285714286,5.21,12.882941,0.346087720553208,1.2605586077008408,0.4809154848212331
000963,华东医药,unknown,20260520,2026-05-20,20260331,2026-04-24,-0.1396383041802549,0.09047046781341406,0.0011173184357541898,0.0011160714285714285,3.97,33.943073,0.04169819007485298,0.09563798075918295,0.29789390954806333
000975,山金国际,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.19062286105407256,0.1871825133152467,0.012276785714285714,0.7821229050279329,8.93,40.667789,0.37408396013637835,1.0088845375910749,0.5770439988606769
000977,浪潮信息,unknown,20260520,2026-05-20,20260331,2026-04-30,0.04458131690863776,-0.050951912980299774,0.9329608938547486,0.9330357142857143,2.75,6.639155,-0.24303121992158794,0.30737077513122113,0.5036835742962011
000988,华工科技,unknown,20260520,2026-05-20,20260331,2026-04-27,0.40054940338226475,0.08714184133156988,1.0,1.0,5.61,19.811644,0.2713133155037202,0.5575870145748911,0.7071098462580527
000999,华润三九,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.10145468108914579,-0.3333004266474421,0.002232142857142857,0.0625,4.74,57.679586,0.18620434210063697,-0.15291685979755898,0.18439583370631182
001391,国货航,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.005671077504725952,0.7310835706754244,0.11439842209072978,0.01972386587771203,1.74,12.296577,0.007334671011539395,-0.18445836319182574,0.20192491524113998
001965,招商公路,unknown,20260520,2026-05-20,20260331,2026-04-25,0.08662280701754388,0.04797337942835611,0.9296875,0.3560267857142857,1.9,25.86803,0.2689608565721122,0.01496119031323384,0.27733752898522784
001979,招商蛇口,unknown,20260520,2026-05-20,20260331,2026-04-30,0.01016949152542379,0.01631378981254672,0.9933035714285714,0.17745535714285715,0.04,10.194059,0.1574341167011568,-0.9121797135754002,0.3379058924354922
002001,新和成,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.1375886524822696,-0.21400093644246831,0.22569832402234638,0.6737430167597765,5.37,42.880977,0.15719507713911263,-0.028023996444861532,0.46273962702289806
002027,分众传媒,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.08856682769726243,0.06704411889157735,0.7544642857142857,0.31919642857142855,12.13,68.740819,0.020092691701412146,0.5764605334981621,0.25823127319346495
002028,思源电气,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.03975678203928901,-0.010741214208574434,0.9553571428571429,0.9374301675977653,3.48,28.950384,0.4159559230751786,0.2316986834820982,0.49475349062560325
002049,紫光国微,unknown,20260520,2026-05-20,20260331,2026-04-28,0.1153793387295925,0.058333742767591845,0.42745535714285715,0.34933035714285715,2.4,52.581069,0.46107099208171487,1.8027101427409717,0.37692956452210324
002050,三花智控,unknown,20260520,2026-05-20,20260331,2026-04-30,0.11001317523056642,0.32904153648605083,0.8482142857142857,0.5256696428571429,2.88,27.796688,0.013573975694354257,0.02679345079885853,0.37507176127840075
002074,国轩高科,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.1021625652498136,-0.20058518401122127,0.10714285714285714,0.5223214285714286,0.07,16.05657,0.292964776523146,-0.7903938444990801,0.3705735452110697
002142,宁波银行,unknown,20260520,2026-05-20,20260331,2026-04-25,0.005459216441875414,-0.24886966171421354,0.49107142857142855,0.4201117318435754,3.595,43.72547,0.10213571235469043,0.1030066064446542,0.2146402924542732
002179,中航光电,unknown,20260520,2026-05-20,20260331,2026-04-25,0.16259238203524728,0.01819046270045077,0.7821229050279329,0.2578125,1.63,27.996145,0.006938553939940473,-0.3775422162944665,0.42400559532443227
002202,金风科技,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.0035447026388342184,-0.23084062774823766,0.8549107142857143,0.9341517857142857,2.23,16.762874,0.6347910291970178,0.5964766067741036,0.5575903318390912
002230,科大讯飞,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.004975124378109541,0.09610414687795643,0.3939732142857143,0.3125,-0.91,38.97253,0.1323309070210259,-0.12174332368416951,0.29763798384639906
002236,大华股份,unknown,20260520,2026-05-20,20260331,2026-04-18,-0.05966968566862019,-0.08589861424179579,0.40401785714285715,0.27455357142857145,1.83,43.765401,0.10329339348059108,0.06807822132739871,0.26773096961260234
002241,歌尔股份,unknown,20260520,2026-05-20,20260331,2026-04-24,0.03705245628642806,0.12296756300777933,0.21205357142857142,0.48156424581005586,1.37,13.766487,0.14435689062667434,0.07282577672381452,0.3310353330067465
002304,洋河股份,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.09831121833534384,0.18197855046895572,0.9877232142857143,0.0011160714285714285,5.09,75.416194,-0.2602939129059201,-0.32733458037281704,0.17975061914973745
002311,海大集团,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.06254002134471714,0.11535444748321244,0.2109375,0.004464285714285714,3.55,9.921644,0.13190610912409517,-0.3082066306955302,0.3391299934481802
002352,顺丰控股,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.015164047422112081,-0.11336904565083761,0.002232142857142857,0.0011173184357541898,2.52,13.737617,0.06144884280761698,0.13048580765259277,0.19009402475460424
002353,杰瑞股份,unknown,20260520,2026-05-20,20260331,2026-04-17,0.1225335765213067,-0.10383908159490962,0.9888392857142857,0.9888392857142857,2.52,33.616605,0.2248072842923634,0.263218672482078,0.6839738271494196
002371,北方华创,unknown,20260520,2026-05-20,20260331,2026-04-30,0.39601200229831246,0.12865763955272191,0.7284916201117319,0.829050279329609,4.25,40.772789,0.25796090241943137,0.03418201634518869,0.4940865984324644
002384,东山精密,unknown,20260520,2026-05-20,20260331,2026-04-28,0.37569401603948194,-0.03521201632097681,0.9910614525139665,1.0,5.05,19.327535,0.5272343274234259,1.4347103169782645,0.6993856054158005
002415,海康威视,unknown,20260520,2026-05-20,20260331,2026-04-18,0.004939796233405236,-0.17211066596315672,0.18861607142857142,0.1328125,3.28,49.085471,0.11782845138124665,0.36419965367970053,0.2549413361464868
002422,科伦药业,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.08002302820955676,-0.039046524190581855,0.9676339285714286,0.26785714285714285,1.86,45.313711,-0.029761998438849524,-0.22343769465375707,0.4301260503545085
002460,赣锋锂业,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.0819652629074471,-0.1474230491015196,0.8268156424581006,0.5926339285714286,4.02,29.718673,1.4381349449959853,-6.163357219347345,0.5130812627444957
002463,沪电股份,unknown,20260520,2026-05-20,20260331,2026-04-23,0.06552823783561368,-0.12277377700973235,0.9832589285714286,0.984375,7.81,35.632417,0.5390614097654189,0.629033090550732,0.5945624365649422
002466,天齐锂业,unknown,20260520,2026-05-20,20260331,2026-04-28,0.022655663915978952,-0.23641896135361296,0.9709497206703911,0.6049107142857143,4.31,62.65606,0.9843829227260856,16.991224018669723,0.5095201944970393
002475,立讯精密,unknown,20260520,2026-05-20,20260331,2026-04-29,0.17271966527196647,-0.17030971499330816,0.7743016759776536,0.71875,4.2,11.92052,0.35768940620107026,0.2024161935597475,0.5472868135890493
002493,荣盛石化,unknown,20260520,2026-05-20,20260331,2026-04-28,0.04065743944636657,-0.13110426435049338,0.6782122905027933,0.5401785714285714,6.26,19.693511,-0.19134363557387868,3.7846388798328894,0.5087355674913652
002532,天山铝业,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.19638242894056845,0.07451397578731966,0.4497767857142857,0.8860335195530726,7.27,35.605213,0.06553903302989705,1.0969647607983828,0.5438248726615504
002558,巨人网络,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.1351603861725319,0.1119855343366647,0.49385474860335193,0.8035714285714286,6.81,95.377689,2.217004406829204,2.105778080960714,0.49422485058757004
002594,比亚迪,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.10040470225476972,-0.19478835445080356,0.5083798882681564,0.01899441340782123,1.65,18.806213,-0.11819136563904786,-0.5538440532671545,0.35211684965764495
002600,领益智造,unknown,20260520,2026-05-20,20260331,2026-04-30,0.17864923747276684,1.0107501845870064,0.9877094972067039,0.9453125,1.62,16.543396,0.09993565128572235,-0.30704939563424105,0.4162123670628289
002602,世纪华通,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.14360770577933446,-0.0683664175593589,0.34972067039106147,0.8268156424581006,6.46,72.047882,0.35185542147830473,0.5017972384024945,0.415296101625245
002625,光启技术,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.01981439678956609,-0.1097571657825761,0.5150837988826815,0.6852678571428571,1.81,49.853559,0.40279316682846367,0.1702713179375741,0.36541144643355994
002648,卫星化学,unknown,20260520,2026-05-20,20260331,2026-04-14,-0.06639313688922033,0.030041741146010326,0.734375,0.5792410714285714,6.14,24.337942,0.02822005881337386,0.3497262144757285,0.5673958467192924
002709,天赐材料,unknown,20260520,2026-05-20,20260331,2026-04-28,0.19538334707337168,-0.16577026535269757,0.5212053571428571,0.5027932960893855,8.84,38.65346,0.9129078266885278,10.057510118643863,0.5924980064683053
002714,牧原股份,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.1314679102820342,0.10728044099186751,0.8960893854748604,0.0011160714285714285,-1.57,5.171922,-0.17103041649084383,-1.2705000164139153,0.3805835405890997
002736,国信证券,unknown,20260520,2026-05-20,20260331,2026-04-30,-0.15496575342465757,-0.3255415038813363,0.05580357142857143,0.12053571428571429,1.83,54.021713,-0.045427217435879075,-0.09627914824086337,0.29387215508883263
002837,英维克,unknown,20260520,2026-05-20,20260331,2026-04-21,-0.020360127103683734,-0.09824314107808552,0.9921875,0.9463687150837988,0.25,24.293461,0.26029083568273315,-0.8196726402714036,0.6903117763913178
002916,深南电路,unknown,20260520,2026-05-20,20260331,2026-04-24,0.17956282210769503,-0.12201544476676396,0.9754464285714286,0.9988839285714286,4.83,29.169011,0.3789944730356398,0.7300517686647927,0.6161554518880802
002920,德赛西威,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.10518504776922366,0.15699234764391323,0.002232142857142857,0.0033519553072625698,2.95,18.596436,-0.043695800072999336,-0.2074038175708004,0.3326854270591484
002938,鹏鼎控股,unknown,20260520,2026-05-20,20260331,2026-04-30,0.45222619434514155,-0.1327705122495073,1.0,1.0,1.35,22.948496,-0.012486438963023816,-0.05206747371395892,0.6523252559053301
003816,中国广核,unknown,20260520,2026-05-20,20260331,2026-04-29,0.04328018223234631,0.060550768385656095,0.9921875,0.9129464285714286,2.2,39.372794,-0.13250160045308534,-0.09327846337333145,0.26577885687480063
300014,亿纬锂能,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.04381554374371499,-0.1623027833762154,0.46875,0.4341517857142857,3.35,14.038297,0.6161017748273183,0.313489123781199,0.4879655589617352
300015,爱尔眼科,unknown,20260520,2026-05-20,20260331,2026-04-24,0.0010570824524311906,-0.09533511247564885,0.026815642458100558,0.0011160714285714285,5.25,47.733116,0.061457961611459444,0.12461922470071252,0.3157002989508901
300033,同花顺,unknown,20260520,2026-05-20,20260331,2026-04-23,-0.058037196944536684,-0.08936331831532418,0.5519553072625698,0.8917410714285714,2.67,84.988113,0.4080630395873801,1.1258475463877566,0.4051886685330431
300059,东方财富,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.013540621865596791,-0.05587251339197952,0.06696428571428571,0.171875,3.99,85.70517,0.4433801552734964,0.37669892046297915,0.3028662721167951
300122,智飞生物,unknown,20260520,2026-05-20,20260331,2026-04-28,-0.04718810601163548,-0.16646875650628667,0.15401785714285715,0.3638392857142857,-2.48,29.157583,-0.08643750822803198,0.1878519055333876,0.35409103986118157
300124,汇川技术,unknown,20260520,2026-05-20,20260331,2026-04-28,0.16894067147018244,-0.0877830974667907,0.7631284916201118,0.14860335195530727,2.83,29.077055,0.1297976281041855,-0.23387362891072572,0.41733157619192646
300251,光线传媒,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.19053398058252435,-0.1565103256762499,0.015625,0.7410714285714286,0.23,44.129931,-0.935918186359167,-0.9884533196808862,0.70132034056997
300274,阳光电源,unknown,20260520,2026-05-20,20260331,2026-04-28,0.2655161973963063,0.43135989475408243,0.5580357142857143,0.4681564245810056,4.81,33.262931,-0.18258672180953828,-0.4011570312262479,0.6063595750063188
300308,中际旭创,unknown,20260520,2026-05-20,20260331,2026-04-17,0.22001435311003648,-0.0617157112809088,0.9340782122905028,0.9966480446927374,17.54,46.058133,1.921169094232574,2.6228365713294144,0.5657941890971948
300316,晶盛机电,unknown,20260520,2026-05-20,20260331,2026-04-28,0.23100303951367773,0.40468272843238107,1.0,0.5189732142857143,0.6,29.443539,-0.4488228307791533,-0.8210029634918872,0.563921886032127
300394,天孚通信,unknown,20260520,2026-05-20,20260331,2026-04-21,-0.05346644481419849,0.16567506939404653,0.9620111731843576,0.9575892857142857,8.57,56.603933,0.40824278307310524,0.4578790203136782,0.8469968345514327
300408,三环集团,unknown,20260520,2026-05-20,20260331,2026-04-24,0.4801789295079437,0.004045263156246426,1.0,1.0,3.59,43.488932,0.4625134848709036,0.4848352330095016,0.6002105499130621
300413,芒果超媒,unknown,20260520,2026-05-20,20260331,2026-04-25,-0.1064133016627079,-0.06318544274412352,0.659217877094972,0.0011160714285714285,0.85,23.31157,0.06348914142429751,-0.47370409165977045,0.29001099458282753
300418,昆仑万维,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.09255036107943748,0.0046942260098461475,0.07700892857142858,0.9308035714285714,-6.98,66.233597,0.45691282444119996,0.15343005709042346,0.6957743655952863
300433,蓝思科技,unknown,20260520,2026-05-20,20260331,2026-04-16,0.3970757983839941,0.7617675024498625,0.9285714285714286,0.9709821428571429,-0.27,14.554598,-0.1713422022998493,-1.3488133916247704,0.5994135965880056
300442,润泽科技,unknown,20260520,2026-05-20,20260331,2026-04-10,0.016544702513521914,0.21865491196684217,0.6049107142857143,0.8592178770949721,4.17,46.798813,0.5355318005448095,0.3534834398843687,0.7613813062661082
300450,先导智能,unknown,20260520,2026-05-20,20260331,2026-04-29,-0.07750000000000001,-0.14518452346309496,0.48995535714285715,0.4558659217877095,3.03,33.612077,0.19112980999013218,0.10989936684846646,0.39814837135604575
300476,胜宏科技,unknown,20260520,2026-05-20,20260331,2026-04-29,0.023834323877213404,-0.03854665931587242,0.9128491620111732,0.9520089285714286,7.62,34.458493,0.2799278264953664,0.3994799885324656,0.6237900210866288
300498,温氏股份,unknown,20260520,2026-05-20,20260331,2026-04-22,-0.14492753623188404,0.047795618740009704,0.8761160714285714,0.08258928571428571,-2.59,2.707856,0.0030603100718349374,-1.5315241983513501,0.26440901745222256
300502,新易盛,unknown,20260520,2026-05-20,20260331,2026-04-24,-0.0017611918985173114,-0.17859304359377837,0.7287946428571429,0.9251396648044693,14.52,49.160955,1.0575948145903613,0.7679983242812436,0.722786229959841
300628,亿联网络,unknown,20260520,2026-05-20,20260331,2026-04-22,0.09756097560975618,-0.16492629351230592,0.24134078212290502,0.1877094972067039,6.79,65.237071,0.1882590545012195,0.1667643468274127,0.3098779764108042
300661,圣邦股份,unknown,20260520,2026-05-20,20260331,2026-04-27,0.5096949327817994,-0.10585539716120929,0.6737430167597765,0.6261160714285714,2.31,51.628284,0.39081197231446985,1.0695942971911006,0.6164985302839469
300750,宁德时代,unknown,20260520,2026-05-20,20260331,2026-04-16,-0.05167485995198362,-0.20151114607145104,0.421875,0.48214285714285715,5.98,24.815621,0.5244869554824236,0.485237160697918,0.40069051350805346
