symbol,name,price_asof_date,asof_close,future_date,future_close,forward_return_20d
000001,平安银行,2026-05-20,10.43,2026-06-17,10.78,0.033557046979865834
000002,万科A,2026-05-20,3.6,2026-06-17,3.09,-0.14166666666666672
000063,中兴通讯,2026-05-20,37.18,2026-06-17,37.64,0.012372243141473893
000100,TCL科技,2026-05-20,4.15,2026-06-17,5.12,0.23373493975903603
000157,中联重科,2026-05-20,7.25,2026-06-17,7.63,0.05241379310344829
000166,申万宏源,2026-05-20,4.47,2026-06-17,4.57,0.022371364653243964
000301,东方盛虹,2026-05-20,12.72,2026-06-17,12.27,-0.03537735849056611
000333,美的集团,2026-05-20,81.5,2026-06-17,79.22,-0.027975460122699358
000338,潍柴动力,2026-05-20,32.61,2026-06-17,29.28,-0.10211591536338538
000408,藏格矿业,2026-05-20,79.91,2026-06-17,77.18,-0.03416343386309584
000425,徐工机械,2026-05-20,9.48,2026-06-17,9.25,-0.02426160337552752
000538,云南白药,2026-05-20,50.78,2026-06-17,48.91,-0.03682552185899968
000568,泸州老窖,2026-05-20,92.2,2026-06-17,82.94,-0.10043383947939266
000596,古井贡酒,2026-05-20,96.07,2026-06-17,84.06,-0.1250130113458935
000617,中油资本,2026-05-20,8.56,2026-06-17,7.31,-0.1460280373831777
000625,长安汽车,2026-05-20,8.48,2026-06-17,7.39,-0.1285377358490567
000630,铜陵有色,2026-05-20,5.87,2026-06-17,7.56,0.2879045996592844
000651,格力电器,2026-05-20,39.51,2026-06-17,37.15,-0.059731713490255633
000657,中钨高新,2026-05-20,55.18,2026-06-17,89.53,0.6225081551286697
000708,中信特钢,2026-05-20,14.17,2026-06-17,13.61,-0.03952011291460833
000725,京东方A,2026-05-20,4.22,2026-06-17,6.65,0.575829383886256
000768,中航西飞,2026-05-20,22.74,2026-06-17,21.14,-0.07036059806508344
000776,广发证券,2026-05-20,19.43,2026-06-17,21.42,0.10241893978383954
000792,盐湖股份,2026-05-20,32.86,2026-06-17,30.87,-0.06055995130858183
000807,云铝股份,2026-05-20,30.03,2026-06-17,25.0,-0.1674991674991675
000858,五 粮 液,2026-05-20,85.47,2026-06-17,77.49,-0.09336609336609336
000895,双汇发展,2026-05-20,26.28,2026-06-17,23.05,-0.12290715372907157
000938,紫光股份,2026-05-20,32.13,2026-06-17,27.21,-0.1531279178338002
000963,华东医药,2026-05-20,29.02,2026-06-17,27.7,-0.045485871812543044
000975,山金国际,2026-05-20,23.65,2026-06-17,21.88,-0.07484143763213524
000977,浪潮信息,2026-05-20,71.23,2026-06-17,64.5,-0.09448266179980347
000988,华工科技,2026-05-20,163.15,2026-06-17,170.51,0.045111860251302316
000999,华润三九,2026-05-20,24.09,2026-06-17,23.79,-0.012453300124533051
001391,国货航,2026-05-20,5.26,2026-06-17,4.53,-0.1387832699619771
001965,招商公路,2026-05-20,9.91,2026-06-17,9.8,-0.011099899091826404
001979,招商蛇口,2026-05-20,8.94,2026-06-17,7.53,-0.15771812080536907
002001,新和成,2026-05-20,30.4,2026-06-17,28.5,-0.0625
002027,分众传媒,2026-05-20,5.66,2026-06-17,5.12,-0.09540636042402828
002028,思源电气,2026-05-20,205.3,2026-06-17,186.93,-0.08947881149537262
002049,紫光国微,2026-05-20,81.3,2026-06-17,80.0,-0.01599015990159902
002050,三花智控,2026-05-20,50.55,2026-06-17,44.6,-0.11770524233432234
002074,国轩高科,2026-05-20,36.12,2026-06-17,30.12,-0.1661129568106311
002142,宁波银行,2026-05-20,31.31,2026-06-17,31.44,0.004152028106036543
002179,中航光电,2026-05-20,40.9,2026-06-17,38.82,-0.050855745721271384
002202,金风科技,2026-05-20,25.3,2026-06-17,21.98,-0.13122529644268777
002230,科大讯飞,2026-05-20,48.0,2026-06-17,41.59,-0.13354166666666656
002236,大华股份,2026-05-20,17.65,2026-06-17,16.31,-0.0759206798866856
002241,歌尔股份,2026-05-20,24.91,2026-06-17,23.68,-0.04937775993576876
002304,洋河股份,2026-05-20,44.85,2026-06-17,42.08,-0.06176142697881837
002311,海大集团,2026-05-20,43.92,2026-06-17,41.58,-0.05327868852459028
002352,顺丰控股,2026-05-20,35.72,2026-06-17,32.2,-0.09854423292273229
002353,杰瑞股份,2026-05-20,135.4,2026-06-17,157.65,0.16432791728212703
002371,北方华创,2026-05-20,656.0,2026-06-17,704.22,0.07350609756097559
002384,东山精密,2026-05-20,223.0,2026-06-17,256.92,0.1521076233183858
002415,海康威视,2026-05-20,32.55,2026-06-17,32.36,-0.005837173579108956
002422,科伦药业,2026-05-20,31.96,2026-06-17,35.62,0.11451814768460555
002460,赣锋锂业,2026-05-20,77.17,2026-06-17,71.32,-0.07580666061941177
002463,沪电股份,2026-05-20,103.58,2026-06-17,146.55,0.4148484263371308
002466,天齐锂业,2026-05-20,68.16,2026-06-17,64.04,-0.06044600938967126
002475,立讯精密,2026-05-20,70.07,2026-06-17,67.32,-0.039246467817896424
002493,荣盛石化,2026-05-20,12.03,2026-06-17,11.9,-0.010806317539484578
002532,天山铝业,2026-05-20,15.55,2026-06-17,12.55,-0.19292604501607713
002558,巨人网络,2026-05-20,27.77,2026-06-17,24.09,-0.13251710478934098
002594,比亚迪,2026-05-20,93.36,2026-06-17,87.47,-0.06308911739502998
002600,领益智造,2026-05-20,16.23,2026-06-17,15.85,-0.023413431916204597
002602,世纪华通,2026-05-20,14.67,2026-06-17,13.08,-0.10838445807770958
002625,光启技术,2026-05-20,39.08,2026-06-17,37.91,-0.029938587512794324
002648,卫星化学,2026-05-20,25.03,2026-06-17,22.4,-0.1050739113064324
002709,天赐材料,2026-05-20,58.0,2026-06-17,52.85,-0.08879310344827585
002714,牧原股份,2026-05-20,39.11,2026-06-17,34.66,-0.11378164152390702
002736,国信证券,2026-05-20,9.87,2026-06-17,10.1,0.023302938196555267
002837,英维克,2026-05-20,83.24,2026-06-17,74.62,-0.1035559827006246
002916,深南电路,2026-05-20,331.87,2026-06-17,444.27,0.3386868352065566
002920,德赛西威,2026-05-20,96.47,2026-06-17,88.2,-0.08572613247641747
002938,鹏鼎控股,2026-05-20,89.37,2026-06-17,119.01,0.3316549177576369
003816,中国广核,2026-05-20,4.58,2026-06-17,4.19,-0.08515283842794752
300014,亿纬锂能,2026-05-20,66.56,2026-06-17,67.54,0.01472355769230771
300015,爱尔眼科,2026-05-20,9.47,2026-06-17,8.3,-0.12354804646251316
300033,同花顺,2026-05-20,226.9,2026-06-17,217.35,-0.042089026002644414
300059,东方财富,2026-05-20,19.67,2026-06-17,19.04,-0.0320284697508898
300122,智飞生物,2026-05-20,14.74,2026-06-17,12.61,-0.144504748982361
300124,汇川技术,2026-05-20,76.25,2026-06-17,69.75,-0.08524590163934431
300251,光线传媒,2026-05-20,13.34,2026-06-17,11.34,-0.1499250374812594
300274,阳光电源,2026-05-20,167.2,2026-06-17,149.15,-0.10795454545454541
300308,中际旭创,2026-05-20,1037.0,2026-06-17,1276.11,0.2305785920925747
300316,晶盛机电,2026-05-20,56.7,2026-06-17,51.87,-0.08518518518518525
300394,天孚通信,2026-05-20,255.99,2026-06-17,329.33,0.28649556623305594
300408,三环集团,2026-05-20,95.96,2026-06-17,155.46,0.6200500208420177
300413,芒果超媒,2026-05-20,18.81,2026-06-17,15.61,-0.17012227538543323
300418,昆仑万维,2026-05-20,47.75,2026-06-17,38.75,-0.18848167539267013
300433,蓝思科技,2026-05-20,36.31,2026-06-17,51.21,0.4103552740291929
300442,润泽科技,2026-05-20,95.85,2026-06-17,81.17,-0.15315597287428262
300450,先导智能,2026-05-20,51.66,2026-06-17,48.13,-0.0683313975996902
300476,胜宏科技,2026-05-20,334.2,2026-06-17,361.7,0.08228605625374019
300498,温氏股份,2026-05-20,14.16,2026-06-17,12.49,-0.11793785310734461
300502,新易盛,2026-05-20,419.43,2026-06-17,557.88,0.33009083756526714
300628,亿联网络,2026-05-20,37.8,2026-06-17,33.78,-0.1063492063492063
300661,圣邦股份,2026-05-20,116.79,2026-06-17,131.55,0.12638068327767793
300750,宁德时代,2026-05-20,414.75,2026-06-17,399.0,-0.03797468354430378
300760,迈瑞医疗,2026-05-20,153.23,2026-06-17,143.35,-0.06447823533250663
300803,指南针,2026-05-20,100.11,2026-06-17,97.79,-0.023174508041154618
300832,新产业,2026-05-20,48.1,2026-06-17,42.7,-0.11226611226611227
300866,安克创新,2026-05-20,132.59,2026-06-17,113.63,-0.14299720944264283
300896,爱美客,2026-05-20,104.82,2026-06-17,90.92,-0.13260828086243082
300999,金龙鱼,2026-05-20,26.67,2026-06-17,24.69,-0.07424071991001124
301165,锐捷网络,2026-05-20,70.04,2026-06-17,65.39,-0.06639063392347233
301236,软通动力,2026-05-20,39.94,2026-06-17,38.48,-0.03655483224837264
301269,华大九天,2026-05-20,103.25,2026-06-17,105.01,0.017046004842615092
301308,江波龙,2026-05-20,570.38,2026-06-17,571.68,0.002279182299519622
302132,中航成飞,2026-05-20,65.2,2026-06-17,60.2,-0.07668711656441718
600000,浦发银行,2026-05-20,8.94,2026-06-17,9.24,0.033557046979865834
600009,上海机场,2026-05-20,25.75,2026-06-17,23.6,-0.08349514563106786
600010,包钢股份,2026-05-20,2.6,2026-06-17,2.4,-0.07692307692307698
600011,华能国际,2026-05-20,7.47,2026-06-17,7.92,0.06024096385542177
600015,华夏银行,2026-05-20,6.67,2026-06-17,6.82,0.022488755622188883
600016,民生银行,2026-05-20,3.56,2026-06-17,3.56,0.0
600018,上港集团,2026-05-20,5.11,2026-06-17,4.97,-0.027397260273972712
600019,宝钢股份,2026-05-20,5.78,2026-06-17,5.59,-0.03287197231833916
600023,浙能电力,2026-05-20,6.03,2026-06-17,6.04,0.0016583747927030323
600025,华能水电,2026-05-20,9.45,2026-06-17,9.44,-0.0010582010582009804
600026,中远海能,2026-05-20,22.64,2026-06-17,19.69,-0.13030035335689039
600027,华电国际,2026-05-20,5.23,2026-06-17,4.96,-0.051625239005736234
600028,中国石化,2026-05-20,4.99,2026-06-17,4.85,-0.028056112224449037
600029,南方航空,2026-05-20,5.29,2026-06-17,5.45,0.030245746691871522
600030,中信证券,2026-05-20,25.66,2026-06-17,27.37,0.06664068589243954
600031,三一重工,2026-05-20,19.4,2026-06-17,18.91,-0.025257731958762797
600036,招商银行,2026-05-20,37.17,2026-06-17,38.23,0.028517621737960575
600039,四川路桥,2026-05-20,8.09,2026-06-17,8.35,0.03213844252163156
600048,保利发展,2026-05-20,6.08,2026-06-17,5.08,-0.16447368421052633
600050,中国联通,2026-05-20,4.74,2026-06-17,4.35,-0.08227848101265833
600061,国投资本,2026-05-20,6.44,2026-06-17,6.56,0.01863354037267073
600066,宇通客车,2026-05-20,31.9,2026-06-17,27.14,-0.1492163009404388
600085,同仁堂,2026-05-20,25.9,2026-06-17,23.94,-0.07567567567567557
600089,特变电工,2026-05-20,26.69,2026-06-17,23.44,-0.12176845260397151
600104,上汽集团,2026-05-20,12.39,2026-06-17,10.56,-0.14769975786924938
600111,北方稀土,2026-05-20,51.75,2026-06-17,50.32,-0.027632850241545936
600115,中国东航,2026-05-20,4.12,2026-06-17,4.08,-0.009708737864077666
600118,中国卫星,2026-05-20,86.36,2026-06-17,75.79,-0.1223946271421954
600150,中国船舶,2026-05-20,38.7,2026-06-17,37.15,-0.040051679586563416
600160,巨化股份,2026-05-20,32.74,2026-06-17,47.7,0.45693341478313987
600176,中国巨石,2026-05-20,34.95,2026-06-17,54.6,0.5622317596566522
600183,生益科技,2026-05-20,100.0,2026-06-17,180.15,0.8015000000000001
600188,兖矿能源,2026-05-20,21.39,2026-06-17,20.05,-0.06264609630668538
600196,复星医药,2026-05-20,24.02,2026-06-17,21.58,-0.10158201498751052
600219,南山铝业,2026-05-20,5.2,2026-06-17,4.63,-0.10961538461538467
600221,海航控股,2026-05-20,1.48,2026-06-17,1.48,0.0
600233,圆通速递,2026-05-20,19.06,2026-06-17,16.64,-0.1269674711437565
600276,恒瑞医药,2026-05-20,50.74,2026-06-17,46.99,-0.07390618841150964
600309,万华化学,2026-05-20,77.73,2026-06-17,70.79,-0.08928341695613018
600346,恒力石化,2026-05-20,19.55,2026-06-17,17.82,-0.08849104859335044
600362,江西铜业,2026-05-20,44.96,2026-06-17,48.46,0.07784697508896787
600372,中航机载,2026-05-20,11.99,2026-06-17,11.11,-0.07339449541284415
600406,国电南瑞,2026-05-20,26.53,2026-06-17,23.32,-0.12099509988692048
600415,小商品城,2026-05-20,13.55,2026-06-17,10.85,-0.19926199261992628
600426,华鲁恒升,2026-05-20,32.13,2026-06-17,26.24,-0.18331777155306583
600436,片仔癀,2026-05-20,127.5,2026-06-17,114.6,-0.10117647058823531
600438,通威股份,2026-05-20,16.15,2026-06-17,13.18,-0.18390092879256958
600460,士兰微,2026-05-20,32.59,2026-06-17,40.83,0.25283829395520074
600482,中国动力,2026-05-20,36.53,2026-06-17,31.86,-0.1278401313988503
600489,中金黄金,2026-05-20,23.31,2026-06-17,22.7,-0.026169026169026166
600515,海南机场,2026-05-20,3.27,2026-06-17,2.92,-0.10703363914373087
600519,贵州茅台,2026-05-20,1315.0,2026-06-17,1240.0,-0.057034220532319435
600522,中天科技,2026-05-20,45.41,2026-06-17,54.91,0.20920502092050208
600547,山东黄金,2026-05-20,30.45,2026-06-17,28.26,-0.07192118226600974
600549,厦门钨业,2026-05-20,50.57,2026-06-17,80.84,0.5985762309669764
600570,恒生电子,2026-05-20,26.16,2026-06-17,22.5,-0.13990825688073394
600584,长电科技,2026-05-20,66.15,2026-06-17,81.67,0.2346182917611488
600585,海螺水泥,2026-05-20,20.01,2026-06-17,18.24,-0.08845577211394318
600588,用友网络,2026-05-20,11.43,2026-06-17,9.78,-0.14435695538057747
600600,青岛啤酒,2026-05-20,61.81,2026-06-17,56.1,-0.09237987380682744
600660,福耀玻璃,2026-05-20,54.29,2026-06-17,50.69,-0.0663105544299134
600674,川投能源,2026-05-20,15.0,2026-06-17,14.63,-0.024666666666666615
600690,海尔智家,2026-05-20,20.88,2026-06-17,20.49,-0.01867816091954022
600741,华域汽车,2026-05-20,17.29,2026-06-17,16.24,-0.06072874493927127
600760,中航沈飞,2026-05-20,45.61,2026-06-17,42.14,-0.07607980705985529
600795,国电电力,2026-05-20,4.94,2026-06-17,4.94,0.0
600803,新奥股份,2026-05-20,20.87,2026-06-17,16.59,-0.20507906085289895
600809,山西汾酒,2026-05-20,131.46,2026-06-17,117.7,-0.10467062224250723
600845,宝信软件,2026-05-20,23.91,2026-06-17,17.72,-0.25888749477206197
600875,东方电气,2026-05-20,37.21,2026-06-17,31.71,-0.14780972856758934
600886,国投电力,2026-05-20,13.34,2026-06-17,13.32,-0.0014992503748125774
600887,伊利股份,2026-05-20,26.2,2026-06-17,24.67,-0.058396946564885366
600893,航发动力,2026-05-20,47.07,2026-06-17,39.75,-0.1555130656469088
600900,长江电力,2026-05-20,26.9,2026-06-17,27.0,0.003717472118959231
600905,三峡能源,2026-05-20,4.12,2026-06-17,4.13,0.0024271844660193054
600918,中泰证券,2026-05-20,5.74,2026-06-17,5.31,-0.07491289198606277
600919,江苏银行,2026-05-20,11.17,2026-06-17,11.53,0.0322291853178156
600926,杭州银行,2026-05-20,15.92,2026-06-17,16.0,0.005025125628140614
600938,中国海油,2026-05-20,37.58,2026-06-17,31.4,-0.16444917509313461
600941,中国移动,2026-05-20,96.98,2026-06-17,92.98,-0.0412456176531244
600958,东方证券,2026-05-20,9.76,2026-06-17,9.47,-0.029713114754098324
600989,宝丰能源,2026-05-20,27.59,2026-06-17,22.12,-0.19826023921710756
600999,招商证券,2026-05-20,17.05,2026-06-17,19.1,0.12023460410557196
601006,大秦铁路,2026-05-20,5.49,2026-06-17,4.99,-0.09107468123861562
601009,南京银行,2026-05-20,10.77,2026-06-17,11.14,0.0343546889507893
601012,隆基绿能,2026-05-20,15.35,2026-06-17,13.07,-0.14853420195439737
601018,宁波港,2026-05-20,3.55,2026-06-17,3.34,-0.05915492957746482
601021,春秋航空,2026-05-20,45.59,2026-06-17,47.06,0.032243913138846114
601058,赛轮轮胎,2026-05-20,12.26,2026-06-17,11.8,-0.037520391517128826
601059,信达证券,2026-05-20,17.31,2026-06-17,15.56,-0.10109763142692074
601066,中信建投,2026-05-20,22.33,2026-06-17,25.92,0.16077026421854024
601077,渝农商行,2026-05-20,6.76,2026-06-17,6.55,-0.031065088757396442
601088,中国神华,2026-05-20,46.0,2026-06-17,41.86,-0.08999999999999997
601100,恒立液压,2026-05-20,112.63,2026-06-17,118.0,0.04767823847997876
601111,中国国航,2026-05-20,6.7,2026-06-17,6.47,-0.0343283582089553
601117,中国化学,2026-05-20,8.0,2026-06-17,8.22,0.02750000000000008
601127,赛力斯,2026-05-20,77.79,2026-06-17,66.14,-0.14976218022882126
601136,首创证券,2026-05-20,15.62,2026-06-17,14.41,-0.07746478873239426
601138,工业富联,2026-05-20,68.15,2026-06-17,72.64,0.06588407923697726
601166,兴业银行,2026-05-20,16.87,2026-06-17,17.84,0.05749851807943096
601169,北京银行,2026-05-20,5.14,2026-06-17,5.14,0.0
601186,中国铁建,2026-05-20,6.49,2026-06-17,6.48,-0.0015408320493065508
601211,国泰海通,2026-05-20,15.31,2026-06-17,17.77,0.16067929457870656
601225,陕西煤业,2026-05-20,24.17,2026-06-17,23.58,-0.024410426148117614
601229,上海银行,2026-05-20,8.87,2026-06-17,9.01,0.015783540022547893
601238,广汽集团,2026-05-20,6.34,2026-06-17,5.72,-0.09779179810725558
601288,农业银行,2026-05-20,6.46,2026-06-17,6.53,0.010835913312693624
601318,中国平安,2026-05-20,52.35,2026-06-17,52.76,0.007831900668576752
601319,中国人保,2026-05-20,7.04,2026-06-17,7.0,-0.005681818181818232
601328,交通银行,2026-05-20,6.57,2026-06-17,6.9,0.05022831050228316
601336,新华保险,2026-05-20,59.66,2026-06-17,61.75,0.035031847133758065
601360,三六零,2026-05-20,10.82,2026-06-17,9.22,-0.14787430683918668
601377,兴业证券,2026-05-20,5.88,2026-06-17,6.08,0.03401360544217691
601390,中国中铁,2026-05-20,4.83,2026-06-17,4.68,-0.03105590062111807
601398,工商银行,2026-05-20,7.13,2026-06-17,7.36,0.032258064516129004
601456,国联民生,2026-05-20,9.24,2026-06-17,9.56,0.03463203463203457
601600,中国铝业,2026-05-20,11.0,2026-06-17,9.97,-0.09363636363636363
601601,中国太保,2026-05-20,33.42,2026-06-17,32.19,-0.036804308797127594
601607,上海医药,2026-05-20,16.62,2026-06-17,16.11,-0.03068592057761743
601618,中国中冶,2026-05-20,2.85,2026-06-17,2.75,-0.03508771929824561
601628,中国人寿,2026-05-20,34.54,2026-06-17,35.81,0.03676896352055592
601633,长城汽车,2026-05-20,18.13,2026-06-17,16.82,-0.07225592939878644
601658,邮储银行,2026-05-20,4.91,2026-06-17,4.98,0.014256619144602967
601668,中国建筑,2026-05-20,4.84,2026-06-17,4.73,-0.022727272727272596
601669,中国电建,2026-05-20,5.66,2026-06-17,5.17,-0.08657243816254423
601688,华泰证券,2026-05-20,18.57,2026-06-17,20.4,0.09854604200323092
601689,拓普集团,2026-05-20,69.73,2026-06-17,60.11,-0.13796070557866058
601698,中国卫通,2026-05-20,33.94,2026-06-17,31.23,-0.07984678845020621
601727,上海电气,2026-05-20,9.07,2026-06-17,7.42,-0.18191841234840134
601728,中国电信,2026-05-20,6.56,2026-06-17,5.79,-0.11737804878048774
601766,中国中车,2026-05-20,5.79,2026-06-17,5.73,-0.01036269430051806
601788,光大证券,2026-05-20,14.98,2026-06-17,14.6,-0.025367156208277786
601800,中国交建,2026-05-20,6.45,2026-06-17,6.39,-0.009302325581395432
601816,京沪高铁,2026-05-20,4.89,2026-06-17,4.73,-0.03271983640081788
601818,光大银行,2026-05-20,3.13,2026-06-17,3.15,0.006389776357827559
601825,沪农商行,2026-05-20,8.69,2026-06-17,8.39,-0.034522439585730647
601838,成都银行,2026-05-20,18.68,2026-06-17,19.23,0.029443254817987263
601857,中国石油,2026-05-20,11.63,2026-06-17,9.77,-0.15993121238177133
601868,中国能建,2026-05-20,3.08,2026-06-17,2.89,-0.06168831168831168
601872,招商轮船,2026-05-20,17.73,2026-06-17,17.1,-0.035532994923857864
601877,正泰电器,2026-05-20,32.01,2026-06-17,27.05,-0.15495157763198997
601878,浙商证券,2026-05-20,9.55,2026-06-17,9.39,-0.01675392670157072
601881,中国银河,2026-05-20,12.49,2026-06-17,12.7,0.01681345076060836
601888,中国中免,2026-05-20,57.81,2026-06-17,56.83,-0.016952084414461277
601898,中煤能源,2026-05-20,17.09,2026-06-17,14.0,-0.18080748976009364
601899,紫金矿业,2026-05-20,30.39,2026-06-17,30.43,0.0013162224415925738
601901,方正证券,2026-05-20,6.97,2026-06-17,6.82,-0.021520803443328518
601916,浙商银行,2026-05-20,2.99,2026-06-17,3.04,0.01672240802675584
601919,中远海控,2026-05-20,14.49,2026-06-17,14.04,-0.03105590062111807
601939,建设银行,2026-05-20,9.85,2026-06-17,10.13,0.02842639593908647
601985,中国核电,2026-05-20,9.01,2026-06-17,9.3,0.03218645948945631
601988,中国银行,2026-05-20,5.7,2026-06-17,5.94,0.04210526315789487
601995,中金公司,2026-05-20,34.36,2026-06-17,34.19,-0.004947613504074577
601998,中信银行,2026-05-20,7.66,2026-06-17,7.56,-0.013054830287206332
603019,中科曙光,2026-05-20,97.96,2026-06-17,86.51,-0.11688444262964459
603259,药明康德,2026-05-20,101.48,2026-06-17,98.2,-0.03232163973196689
603260,合盛硅业,2026-05-20,42.2,2026-06-17,50.03,0.18554502369668247
603288,海天味业,2026-05-20,35.07,2026-06-17,33.32,-0.04990019960079839
603296,华勤技术,2026-05-20,77.55,2026-06-17,79.46,0.02462927143778204
603369,今世缘,2026-05-20,27.21,2026-06-17,25.13,-0.07644248438074241
603392,万泰生物,2026-05-20,38.19,2026-06-17,28.61,-0.2508510081173082
603501,豪威集团,2026-05-20,101.2,2026-06-17,90.12,-0.10948616600790517
603799,华友钴业,2026-05-20,58.09,2026-06-17,52.59,-0.09468066792907559
603893,瑞芯微,2026-05-20,194.0,2026-06-17,175.95,-0.09304123711340218
603986,兆易创新,2026-05-20,444.37,2026-06-17,586.04,0.31881090082588814
603993,洛阳钼业,2026-05-20,17.71,2026-06-17,20.17,0.13890457368718234
605117,德业股份,2026-05-20,119.92,2026-06-17,103.08,-0.14042695130086724
605499,东鹏饮料,2026-05-20,149.0,2026-06-17,125.39,-0.15845637583892613
688008,澜起科技,2026-05-20,257.3,2026-06-17,262.5,0.02020987174504474
688009,中国通号,2026-05-20,4.89,2026-06-17,4.98,0.01840490797546024
688012,中微公司,2026-05-20,328.83,2026-06-17,351.0,0.06742085576133561
688036,传音控股,2026-05-20,63.3,2026-06-17,55.92,-0.11658767772511847
688041,海光信息,2026-05-20,316.59,2026-06-17,308.08,-0.026880192046495388
688047,龙芯中科,2026-05-20,166.0,2026-06-17,143.5,-0.13554216867469882
688072,拓荆科技,2026-05-20,634.54,2026-06-17,740.0,0.16619913638226125
688082,盛美上海,2026-05-20,210.68,2026-06-17,361.2,0.7144484526295802
688111,金山办公,2026-05-20,248.6,2026-06-17,215.3,-0.13395012067578438
688126,沪硅产业,2026-05-20,29.31,2026-06-17,32.4,0.10542476970317294
688183,生益电子,2026-05-20,103.66,2026-06-17,141.07,0.36089137565116736
688223,晶科能源,2026-05-20,6.63,2026-06-17,5.17,-0.22021116138763197
688256,寒武纪,2026-05-20,1362.41,2026-06-17,1320.0,-0.03112866170976436
688271,联影医疗,2026-05-20,112.0,2026-06-17,110.07,-0.017232142857142918
688303,大全能源,2026-05-20,21.49,2026-06-17,19.97,-0.07073057235923685
688396,华润微,2026-05-20,65.57,2026-06-17,73.74,0.1245996644807077
688472,阿特斯,2026-05-20,15.05,2026-06-17,11.38,-0.24385382059800664
688506,百利天恒,2026-05-20,247.31,2026-06-17,230.0,-0.06999312603614893
688521,芯原股份,2026-05-20,294.79,2026-06-17,257.46,-0.12663251806370646
688981,中芯国际,2026-05-20,133.81,2026-06-17,134.7,0.006651221881772473
